Tokens,Labels
"['The', 'summit', 'of', 'Blanc', 'attracts', 'thousands', 'of', 'climbers', 'seeking', 'to', 'conquer', 'the', 'highest', 'peak', 'in', 'Western', 'Europe', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'jagged', 'cliffs', 'of', 'Fitz', 'Roy', 'make', 'it', 'a', 'challenging', 'ascent', ',', 'even', 'for', 'experienced', 'mountaineers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Logan', 'is', 'the', 'second', '-', 'highest', 'mountain', 'in', 'North', 'America', ',', 'overshadowed', 'only', 'by', 'Denali', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Hiking', 'to', 'the', 'top', 'of', 'Whitney', 'offers', 'a', 'panoramic', 'view', 'of', 'California', ""'"", 's', 'Sierra', 'Nevada', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Roraima', ""'"", 's', 'flat', 'top', 'is', 'an', 'ancient', 'geological', 'formation', ',', 'inspiring', 'stories', 'of', 'lost', 'worlds', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dramatic', 'profile', 'of', 'Matterhorn', 'is', 'instantly', 'recognizable', 'and', 'a', 'favorite', 'of', 'photographers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Pikes', 'Peak', 'is', 'famous', 'for', 'its', 'annual', 'car', 'race', 'to', 'the', 'summit', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'beauty', 'of', 'Kinabalu', 'makes', 'it', 'a', 'popular', 'destination', 'for', 'nature', 'lovers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ararat', 'stands', 'as', 'a', 'monument', 'of', 'both', 'biblical', 'history', 'and', 'natural', 'wonder', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'fiery', 'eruptions', 'of', 'Etna', 'have', 'shaped', 'the', 'lives', 'of', 'those', 'living', 'nearby', 'for', 'centuries', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['From', 'the', 'summit', 'of', 'Toubkal', ',', 'you', 'can', 'see', 'the', 'vast', 'expanse', 'of', 'the', 'Sahara', 'Desert', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Olympus', 'has', 'long', 'been', 'a', 'symbol', 'of', 'divine', 'power', 'in', 'ancient', 'Greek', 'mythology', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Climbers', 'on', 'McKinley', 'face', 'fierce', 'winds', 'and', 'sub', '-', 'zero', 'temperatures', 'on', 'their', 'way', 'to', 'the', 'top', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'constant', 'eruptions', 'of', 'Erebus', 'make', 'it', 'one', 'of', 'the', 'world', ""'"", 's', 'most', 'active', 'volcanoes', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'spiritual', 'energy', 'surrounding', 'Shasta', 'draws', 'visitors', 'seeking', 'enlightenment', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'peak', 'of', 'Hood', 'offers', 'year', '-', 'round', 'skiing', ',', 'a', 'rarity', 'in', 'the', 'United', 'States', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'devastating', 'eruption', 'of', 'St', '.', 'Helens', 'in', '1980', 'is', 'etched', 'in', 'the', 'memory', 'of', 'those', 'who', 'witnessed', 'it', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Table', 'Mountain', ""'"", 's', 'flat', 'summit', 'makes', 'it', 'one', 'of', 'the', 'most', 'recognizable', 'landmarks', 'in', 'the', 'world', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ascent', 'of', 'Adams', 'is', 'a', 'popular', 'challenge', 'for', 'mountaineers', 'in', 'the', 'Pacific', 'Northwest', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Glaciers', 'still', 'cling', 'to', 'the', 'slopes', 'of', 'Baker', ',', 'a', 'reminder', 'of', 'Earth', ""'"", 's', 'changing', 'climate', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'clear', 'skies', 'above', 'Mauna', 'Kea', 'make', 'it', 'the', 'perfect', 'location', 'for', 'astronomical', 'observatories', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mauna', 'Loa', ""'"", 's', 'massive', 'size', 'dominates', 'the', 'landscape', 'of', 'the', 'Big', 'Island', 'in', 'Hawaii', '.']","['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'iconic', 'cone', 'of', 'Ngauruhoe', 'became', 'famous', 'as', 'Mount', 'Doom', 'in', '""', 'The', 'Lord', 'of', 'the', 'Rings', '.', '""']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Climbers', 'of', 'Tasman', 'can', 'witness', 'the', 'stunning', 'icefalls', 'that', 'line', 'its', 'slopes', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Ruapehu', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'North', 'Island', 'of', 'New', 'Zealand', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Aoraki', ',', 'also', 'known', 'as', 'Mount', 'Cook', ',', 'is', 'considered', 'sacred', 'by', 'the', 'Maori', 'people', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'gentle', 'slopes', 'of', 'Kosciuszko', 'are', 'accessible', 'to', 'climbers', 'of', 'all', 'skill', 'levels', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'terrain', 'of', 'Whitney', 'makes', 'it', 'a', 'favorite', 'among', 'seasoned', 'hikers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'Blue', 'Mountains', 'of', 'Australia', 'are', 'home', 'to', 'Mount', 'Wilson', ',', 'a', 'peak', 'rich', 'in', 'biodiversity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'snow', '-', 'capped', 'summit', 'of', 'Taranaki', 'is', 'often', 'shrouded', 'in', 'clouds', ',', 'adding', 'to', 'its', 'mystique', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'cone', 'of', 'Ngauruhoe', 'is', 'a', 'striking', 'feature', 'on', 'the', 'New', 'Zealand', 'landscape', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hagen', 'stands', 'tall', 'among', 'the', 'Bismarck', 'Range', ',', 'offering', 'views', 'of', 'Papua', 'New', 'Guinea', ""'"", 's', 'highlands', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'remote', 'location', 'of', 'Mount', 'Wilhelm', 'adds', 'to', 'its', 'allure', 'for', 'adventure', 'seekers', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Batur', 'is', 'a', 'popular', 'spot', 'for', 'sunrise', 'hikes', ',', 'offering', 'stunning', 'views', 'of', 'Bali', ""'"", 's', 'landscape', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'frequent', 'eruptions', 'of', 'Sinabung', 'have', 'displaced', 'many', 'of', 'the', 'surrounding', 'communities', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'eruption', 'of', 'Tambora', 'in', '1815', 'had', 'global', 'effects', ',', 'leading', 'to', 'what', 'was', 'known', 'as', 'the', '""', 'Year', 'Without', 'a', 'Summer', '.', '""']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Merapi', 'remains', 'one', 'of', 'Indonesia', ""'"", 's', 'most', 'dangerous', 'volcanoes', ',', 'with', 'regular', 'eruptions', 'shaping', 'the', 'surrounding', 'land', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'towering', 'peak', 'of', 'Semeru', 'is', 'the', 'highest', 'in', 'Java', 'and', 'a', 'sacred', 'mountain', 'for', 'locals', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Agung', 'is', 'revered', 'as', 'the', 'spiritual', 'center', 'of', 'Bali', ',', 'with', 'its', 'towering', 'presence', 'visible', 'across', 'the', 'island', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Rinjani', 'offers', 'trekkers', 'the', 'chance', 'to', 'visit', 'its', 'stunning', 'crater', 'lake', ',', 'Segara', 'Anak', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dense', 'forests', 'of', 'Kerinci', 'hide', 'many', 'species', 'of', 'rare', 'wildlife', ',', 'making', 'it', 'a', 'hotspot', 'for', 'ecotourism', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'dramatic', 'landscape', 'surrounding', 'Bromo', 'has', 'made', 'it', 'one', 'of', 'Indonesia', ""'"", 's', 'most', 'popular', 'tourist', 'destinations', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Fansipan', 'offers', 'sweeping', 'views', 'of', 'the', 'northern', 'Vietnamese', 'countryside', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Elgon', 'is', 'home', 'to', 'one', 'of', 'the', 'largest', 'calderas', 'in', 'the', 'world', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'slopes', 'of', 'Mount', 'Kenya', 'are', 'home', 'to', 'a', 'diverse', 'array', 'of', 'wildlife', ',', 'including', 'elephants', 'and', 'leopards', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'glaciers', 'on', 'Stanley', ""'"", 's', 'summit', 'make', 'it', 'one', 'of', 'the', 'few', 'places', 'in', 'Africa', 'where', 'snow', 'can', 'be', 'found', 'year', '-', 'round', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Speke', 'is', 'a', 'prominent', 'peak', 'in', 'the', 'Rwenzori', 'Mountains', ',', 'known', 'for', 'its', 'challenging', 'ascent', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'biodiversity', 'of', 'Elgon', 'makes', 'it', 'a', 'UNESCO', 'World', 'Heritage', 'site', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'misty', 'peaks', 'of', 'the', 'Rwenzori', 'Mountains', 'are', 'often', 'called', 'the', '""', 'Mountains', 'of', 'the', 'Moon', '.', '""']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'slopes', 'of', 'Karisimbi', 'are', 'home', 'to', 'endangered', 'mountain', 'gorillas', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Nyiragongo', 'is', 'famous', 'for', 'its', 'active', 'lava', 'lake', ',', 'one', 'of', 'the', 'few', 'in', 'the', 'world', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lush', 'greenery', 'on', 'the', 'slopes', 'of', 'Bisoke', 'contrasts', 'with', 'its', 'volcanic', 'origins', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Muhabura', 'stands', 'tall', 'among', 'the', 'Virunga', 'Mountains', ',', 'offering', 'stunning', 'views', 'of', 'the', 'surrounding', 'landscape', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Gahinga', ""'"", 's', 'bamboo', 'forests', 'are', 'home', 'to', 'rare', 'golden', 'monkeys', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'ancient', 'volcanic', 'activity', 'of', 'Elgon', 'shaped', 'its', 'distinctive', 'landscape', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Cameroon', 'rises', 'above', 'the', 'surrounding', 'plains', ',', 'offering', 'breathtaking', 'views', 'from', 'its', 'summit', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'flat', 'summit', 'of', 'Table', 'Mountain', 'provides', 'a', 'panoramic', 'view', 'of', 'Cape', 'Town', 'and', 'the', 'Atlantic', 'Ocean', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'snow', '-', 'capped', 'peak', 'of', 'Jebel', 'Toubkal', 'is', 'a', 'beacon', 'for', 'adventurers', 'in', 'Morocco', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Sinai', 'is', 'revered', 'in', 'multiple', 'religious', 'traditions', 'as', 'a', 'site', 'of', 'profound', 'spiritual', 'significance', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'frigid', 'conditions', 'on', 'Denali', 'test', 'the', 'endurance', 'of', 'even', 'the', 'most', 'experienced', 'climbers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'volcanic', 'slopes', 'of', 'Gunung', 'are', 'a', 'popular', 'destination', 'for', 'trekkers', 'in', 'Southeast', 'Asia', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Annapurna', 'remains', 'a', 'perilous', 'challenge', 'for', 'climbers', ',', 'with', 'a', 'death', 'rate', 'that', 'rivals', 'K2', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['The', 'ascent', 'of', 'Mera', 'Peak', 'offers', 'stunning', 'views', 'of', 'Everest', 'and', 'other', 'towering', 'Himalayan', 'giants', '.']","['O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mount', 'Damavand', 'is', 'a', 'prominent', 'symbol', 'in', 'Persian', 'mythology', 'and', 'literature', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'cable', 'car', 'ride', 'to', 'the', 'summit', 'of', 'Zugspitze', 'offers', 'breathtaking', 'views', 'of', 'Germany', 'and', 'Austria', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Triglav', 'is', 'the', 'highest', 'peak', 'in', 'Slovenia', 'and', 'a', 'national', 'symbol', 'of', 'pride', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'remote', 'beauty', 'of', 'Khuiten', 'attracts', 'only', 'the', 'most', 'adventurous', 'climbers', 'to', 'Mongolia', ""'"", 's', 'highest', 'peak', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'mystical', 'allure', 'of', 'Ararat', 'has', 'made', 'it', 'a', 'symbol', 'of', 'both', 'religious', 'and', 'natural', 'wonder', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'twin', 'peaks', 'of', 'Elbrus', 'rise', 'above', 'the', 'Caucasus', 'Mountains', ',', 'drawing', 'climbers', 'from', 'across', 'Europe', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'icy', 'slopes', 'of', 'Belukha', 'challenge', 'climbers', 'with', 'their', 'harsh', 'conditions', 'and', 'stunning', 'vistas', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'isolated', 'Chersky', 'Range', 'in', 'Siberia', 'remains', 'largely', 'unexplored', ',', 'a', 'haven', 'for', 'adventurous', 'souls', '.']","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'rugged', 'cliffs', 'of', 'Njesuthi', 'are', 'a', 'striking', 'feature', 'of', 'South', 'Africa', ""'"", 's', 'Drakensberg', 'region', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
"['The', 'towering', 'peaks', 'of', 'the', 'Drakensberg', 'Mountains', 'create', 'a', 'natural', 'barrier', 'between', 'South', 'Africa', 'and', 'Lesotho', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'majestic', 'summit', 'of', 'Dufourspitze', 'stands', 'as', 'the', 'highest', 'point', 'in', 'Switzerland', ',', 'offering', 'climbers', 'a', 'true', 'challenge', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'snow', '-', 'covered', 'peak', 'of', 'Grossglockner', 'attracts', 'tourists', 'and', 'mountaineers', 'alike', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Weisshorn', 'is', 'known', 'for', 'its', 'sharp', 'ridges', 'and', 'dramatic', 'views', 'over', 'the', 'Swiss', 'Alps', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Standing', 'at', 'the', 'top', 'of', 'Everest', ',', 'climbers', 'feel', 'on', 'top', 'of', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'deadly', 'ascent', 'of', 'K2', 'has', 'claimed', 'many', 'lives', 'over', 'the', 'years', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Kangchenjunga', 'is', 'revered', 'as', 'a', 'sacred', 'mountain', 'by', 'the', 'local', 'inhabitants', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'icy', 'cliffs', 'of', 'Lhotse', 'challenge', 'even', 'the', 'most', 'seasoned', 'climbers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Makalu', ""'"", 's', 'pyramid', '-', 'like', 'structure', 'is', 'one', 'of', 'the', 'most', 'recognizable', 'in', 'the', 'Himalayas', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Climbers', 'of', 'Cho', 'Oyu', 'often', 'use', 'it', 'as', 'a', 'preparation', 'for', 'scaling', 'Everest', '.']","['O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Dhaulagiri', 'stands', 'tall', ',', 'casting', 'a', 'long', 'shadow', 'over', 'the', 'Kali', 'Gandaki', 'Gorge', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'summit', 'of', 'Manaslu', 'rewards', 'climbers', 'with', 'unparalleled', 'views', 'of', 'the', 'Himalayas', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'sheer', 'size', 'of', 'Nanga', 'Parbat', 'is', 'overwhelming', 'for', 'those', 'standing', 'at', 'its', 'base', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Climbing', 'Annapurna', 'is', 'considered', 'one', 'of', 'the', 'most', 'dangerous', 'feats', 'in', 'mountaineering', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'remote', 'location', 'of', 'Gasherbrum', 'I', 'makes', 'it', 'a', 'true', 'test', 'of', 'endurance', 'for', 'climbers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'massive', 'face', 'of', 'Broad', 'Peak', 'is', 'a', 'sight', 'to', 'behold', ',', 'especially', 'during', 'sunset', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'snow', '-', 'covered', 'slopes', 'of', 'Gasherbrum', 'II', 'gleam', 'under', 'the', 'sunlight', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O']"
"['Reaching', 'the', 'summit', 'of', 'Shishapangma', 'is', 'a', 'dream', 'for', 'many', 'Himalayan', 'explorers', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'twin', 'summits', 'of', 'Elbrus', 'attract', 'climbers', 'seeking', 'to', 'conquer', 'Europe', ""'"", 's', 'highest', 'peak', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Denali', ""'"", 's', 'wilderness', 'remains', 'untouched', 'by', 'modern', 'civilization', ',', 'making', 'it', 'a', 'challenging', 'expedition', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'glaciers', 'on', 'Kilimanjaro', 'are', 'slowly', 'retreating', 'due', 'to', 'global', 'warming', '.']","['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Aconcagua', 'attracts', 'climbers', 'from', 'around', 'the', 'world', 'as', 'the', 'highest', 'peak', 'in', 'South', 'America', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Vinson', 'sits', 'in', 'one', 'of', 'the', 'most', 'remote', 'regions', 'on', 'Earth', ',', 'in', 'Antarctica', '.']","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'lush', 'vegetation', 'around', 'Wilhelm', 'contrasts', 'with', 'its', 'towering', 'peak', '.']","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
